"pop","locus_0","locus_1","locus_2","locus_3","locus_4","locus_5","locus_6","locus_7","locus_8","locus_9","locus_10","locus_11","locus_12","locus_13","locus_14","locus_15","locus_16","locus_17","locus_18","locus_19","locus_20","locus_21","locus_22","locus_23","locus_24","locus_25","locus_26","locus_27","locus_28","locus_29","locus_30","locus_31","locus_32","locus_33","locus_34","locus_35","locus_36","locus_37","locus_38","locus_39","locus_40","locus_41","locus_42","locus_43","locus_44","locus_45","locus_46","locus_47","locus_48","locus_49","locus_50","locus_51","locus_52","locus_53","locus_54","locus_55","locus_56","locus_57","locus_58","locus_59","locus_60","locus_61","locus_62","locus_63","locus_64","locus_65","locus_66","locus_67","locus_68","total_fit","trial_0_fit","trial_1_fit","trial_2_fit"
"0","176","168","170","22","160","139","124","246","15","174","71","33","20","46","225","202","189","54","207","230","32","33","51","191","47","38","165","220","11","68","222","254","147","106","148","121","84","74","2","98","215","137","70","69","99","98","240","227","198","31","172","184","218","62","23","161","240","235","236","84","168","126","189","147","177","56","251","1","248","403.6666666666667","397.75","270.75","542.5"
"1","176","168","170","22","204","139","124","246","15","174","71","33","20","46","225","202","189","54","207","230","32","33","51","191","47","38","165","220","11","68","222","254","147","106","148","121","84","74","2","98","215","137","70","69","99","98","240","227","198","31","172","184","218","62","23","161","240","235","236","84","168","126","189","147","177","56","251","1","248","43.583333333333336","93.25","37.5","0.0"
"2","176","168","170","22","160","139","124","246","15","174","71","33","20","46","225","202","189","54","207","230","218","33","51","191","47","38","165","220","11","68","222","254","147","106","148","121","84","74","2","98","215","137","70","69","99","98","240","227","198","31","172","184","218","62","23","161","240","235","236","84","168","126","189","147","177","56","251","1","248","20.25","60.75","0.0","0.0"
"3","176","168","170","22","160","139","124","246","15","174","71","33","20","46","225","202","189","54","207","230","32","33","51","191","47","38","165","220","11","68","222","254","147","106","148","121","84","74","2","98","215","137","70","69","99","98","240","227","198","31","172","184","218","62","23","161","240","235","236","84","168","126","189","147","177","56","251","1","248","197.33333333333334","182.75","187.75","221.5"
"4","176","168","170","22","160","139","124","246","15","174","71","33","20","46","225","202","189","54","207","230","32","33","51","191","47","38","165","220","11","68","222","254","147","106","148","121","84","74","2","98","215","137","70","69","99","98","240","227","198","232","172","184","218","62","23","161","240","235","236","84","168","126","172","147","177","56","251","1","248","178.41666666666666","7.75","236.75","290.75"
"5","176","168","70","22","160","139","95","246","15","133","71","33","20","46","225","202","189","54","207","230","32","33","51","191","47","38","165","220","11","22","222","254","147","5","148","121","217","74","2","98","215","137","70","69","99","98","240","227","198","31","172","184","218","62","23","161","240","235","236","84","168","126","189","147","177","56","251","1","248","33.333333333333336","38.0","62.0","0.0"
"6","176","168","70","22","160","139","95","246","15","174","71","33","20","46","225","202","182","54","207","230","32","33","51","191","47","38","165","220","11","22","222","254","147","5","148","121","217","74","2","98","215","137","70","69","99","98","240","227","198","31","172","184","218","62","23","161","240","235","236","84","168","126","189","147","177","56","251","1","248","232.75","173.25","258.5","266.5"
"7","176","168","70","22","160","139","95","246","15","174","71","33","20","46","225","202","189","54","207","230","32","33","51","238","47","38","165","220","11","22","222","254","147","5","148","121","217","74","2","98","215","137","70","69","99","98","240","227","198","31","172","184","218","62","23","161","240","235","236","84","168","126","189","147","177","56","251","1","248","107.66666666666667","181.25","141.75","0.0"
"8","176","168","70","22","160","139","95","246","15","174","71","33","20","46","225","202","189","54","207","230","32","33","51","191","47","38","165","220","11","22","222","254","147","5","148","121","217","74","2","98","215","194","70","69","99","98","240","227","198","31","172","184","218","62","23","161","240","235","236","84","168","126","189","147","177","56","251","1","248","192.25","0.0","443.75","133.0"
"9","176","168","70","22","160","139","95","246","15","174","71","33","20","46","225","202","189","54","207","230","32","33","51","191","47","38","165","220","11","22","222","254","147","5","148","121","76","74","2","98","215","137","70","69","99","98","240","227","198","31","172","184","218","62","23","161","240","235","236","84","168","126","189","147","177","56","251","1","248","59.666666666666664","107.25","0.0","71.75"
