"pop","locus_0","locus_1","locus_2","locus_3","locus_4","locus_5","locus_6","locus_7","locus_8","locus_9","locus_10","locus_11","locus_12","locus_13","locus_14","locus_15","locus_16","locus_17","locus_18","locus_19","locus_20","locus_21","locus_22","locus_23","locus_24","locus_25","locus_26","locus_27","locus_28","locus_29","locus_30","locus_31","locus_32","locus_33","locus_34","locus_35","locus_36","locus_37","locus_38","locus_39","locus_40","locus_41","locus_42","locus_43","locus_44","locus_45","locus_46","locus_47","locus_48","locus_49","locus_50","locus_51","locus_52","locus_53","locus_54","locus_55","locus_56","locus_57","locus_58","locus_59","locus_60","locus_61","locus_62","locus_63","locus_64","total_fit","trial_0_fit","trial_1_fit","trial_2_fit"
"0","82","13","62","108","30","32","140","195","57","230","209","42","186","28","229","59","81","216","144","160","250","42","152","189","13","75","214","221","218","91","176","91","31","91","242","237","201","77","113","29","149","200","156","207","228","222","252","42","67","194","78","54","177","123","45","20","120","85","46","134","197","102","172","112","168","0.0","0.0","0.0","0.0"
"1","82","208","62","108","30","32","140","195","57","230","209","42","186","28","229","59","81","216","144","178","250","42","152","131","13","75","214","178","218","91","176","91","31","91","242","237","201","77","113","29","149","200","156","207","228","222","252","42","67","194","78","54","177","123","45","20","120","85","46","134","197","102","172","112","168","2.4166666666666665","7.25","0.0","0.0"
"2","82","13","62","108","30","32","140","195","57","230","209","42","186","28","229","59","81","216","144","178","250","42","152","189","13","75","214","221","218","91","176","91","31","91","242","237","201","77","113","29","149","200","156","207","228","222","252","42","67","194","78","54","177","123","45","20","120","85","46","134","197","102","172","112","168","61.416666666666664","0.0","0.0","184.25"
"3","82","13","62","108","30","32","140","195","57","230","209","42","186","28","229","59","81","216","144","178","250","42","152","189","13","75","214","221","218","91","176","91","31","91","242","237","201","77","174","29","149","200","156","207","228","222","252","42","67","194","78","54","177","123","45","20","120","85","46","134","197","102","172","112","168","86.25","0.0","10.0","248.75"
"4","82","13","62","108","30","32","140","195","57","230","209","42","186","28","229","59","81","216","144","178","250","42","152","189","13","75","243","221","218","91","176","91","31","91","242","237","201","97","113","29","149","200","156","207","228","222","22","42","67","194","78","54","177","123","45","20","120","85","46","134","197","102","172","112","168","7.0","0.0","0.0","21.0"
"5","82","13","62","17","30","32","140","83","57","230","209","42","186","28","232","59","81","216","144","178","250","42","152","189","13","75","214","221","218","91","176","91","31","91","242","237","201","77","113","29","149","200","156","207","228","222","252","42","67","194","78","54","177","123","45","20","120","85","46","134","197","102","172","112","168","86.5","221.25","0.0","38.25"
"6","82","13","62","17","30","32","140","195","57","230","209","42","186","28","229","59","81","216","144","178","250","42","152","189","13","75","214","221","218","91","176","91","31","91","242","237","201","77","113","29","149","53","156","207","228","222","252","42","67","194","78","54","177","123","45","20","120","85","46","134","197","102","172","112","168","125.75","44.25","178.0","155.0"
"7","82","13","62","231","30","32","140","195","57","230","209","42","186","28","229","59","81","216","144","178","250","42","152","189","13","75","214","221","218","91","176","91","31","91","242","168","201","77","113","29","149","200","156","207","228","222","252","42","67","194","78","54","177","123","45","20","120","85","46","134","197","102","172","112","168","5.5","0.0","16.5","0.0"
"8","207","13","62","17","30","32","140","195","57","230","209","42","186","28","229","59","81","216","144","178","250","42","152","189","13","75","214","221","218","91","176","91","31","91","242","237","201","77","113","29","149","200","156","207","228","222","252","42","67","194","78","54","177","123","45","122","120","85","46","134","197","102","172","112","168","84.0","183.25","35.5","33.25"
"9","82","13","62","17","30","32","140","195","57","230","209","42","186","28","229","59","81","216","144","178","250","42","152","189","13","75","214","221","218","91","176","91","31","91","242","237","201","77","113","29","149","200","156","207","228","222","252","42","67","194","78","54","177","123","45","20","120","85","46","134","197","102","172","112","168","81.33333333333333","0.0","231.75","12.25"
