"pop","locus_0","locus_1","locus_2","locus_3","locus_4","locus_5","locus_6","locus_7","locus_8","locus_9","locus_10","locus_11","locus_12","locus_13","locus_14","locus_15","locus_16","locus_17","locus_18","locus_19","locus_20","locus_21","locus_22","locus_23","locus_24","locus_25","locus_26","locus_27","locus_28","locus_29","locus_30","locus_31","locus_32","locus_33","locus_34","locus_35","locus_36","locus_37","locus_38","locus_39","locus_40","locus_41","locus_42","locus_43","locus_44","locus_45","locus_46","locus_47","locus_48","locus_49","locus_50","locus_51","locus_52","locus_53","locus_54","locus_55","locus_56","locus_57","locus_58","locus_59","locus_60","locus_61","locus_62","locus_63","locus_64","total_fit","trial_0_fit","trial_1_fit","trial_2_fit","trial_3_fit","trial_4_fit","trial_5_fit","trial_6_fit","trial_7_fit","trial_8_fit","trial_9_fit","trial_10_fit","trial_11_fit","trial_12_fit","trial_13_fit","trial_14_fit"
"0","37","120","80","43","160","163","62","173","10","240","149","28","23","47","16","118","25","136","156","178","147","84","157","23","64","46","194","55","124","77","53","54","27","124","116","190","42","65","148","165","231","89","106","231","177","1","156","59","8","142","32","81","20","211","74","164","38","231","59","35","203","35","30","26","186","350.51666666666665","516.75","356.0","389.5","189.0","404.75","313.75","647.75","194.75","409.75","218.75","201.75","442.5","337.0","305.75","330.0"
"1","37","120","80","43","160","163","62","173","10","240","149","28","23","47","16","118","25","136","156","178","147","84","157","23","64","46","194","55","19","77","53","54","27","124","116","190","42","65","148","165","231","89","106","231","177","1","156","59","8","142","32","81","20","211","74","164","38","231","59","35","203","35","30","26","186","391.3833333333333","703.5","673.0","493.75","518.25","213.5","313.75","402.75","159.5","427.5","98.75","314.75","197.0","286.5","688.0","380.25"
"2","37","120","80","43","160","163","62","173","10","240","149","28","23","47","16","118","25","136","156","178","147","84","157","23","64","46","194","55","19","77","53","54","27","124","116","190","42","65","148","165","231","89","106","231","177","1","156","59","8","142","32","81","20","211","74","199","38","231","59","35","203","35","30","26","186","386.8833333333333","420.75","291.0","547.0","642.25","425.75","356.75","151.25","340.75","70.25","695.0","161.0","346.0","302.75","436.5","616.25"
"3","37","120","80","43","202","163","62","173","10","240","149","28","23","47","16","118","25","136","156","178","147","84","157","23","64","46","194","55","19","77","40","54","27","124","116","190","42","65","148","165","231","89","106","231","177","1","156","59","8","142","32","81","20","211","74","164","38","231","59","35","203","35","30","26","186","381.1333333333333","440.5","302.0","295.75","578.5","310.5","456.25","567.75","360.75","372.0","531.5","294.0","275.25","284.75","277.25","370.25"
"4","37","120","80","43","160","163","75","173","10","240","149","28","23","47","16","118","217","136","156","178","147","84","157","23","64","46","194","55","19","244","53","54","27","124","116","190","42","65","148","165","231","89","106","231","177","1","156","59","8","142","32","81","20","211","74","164","38","231","59","35","203","35","30","26","186","12.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","193.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"5","37","120","80","43","160","163","62","173","10","117","3","28","23","82","16","118","25","136","156","178","147","84","157","23","2","46","195","55","183","77","49","40","27","124","116","212","40","65","148","165","231","89","109","192","177","1","156","59","8","160","32","81","129","211","74","164","81","231","59","35","188","35","12","26","186","332.1","334.75","629.75","390.5","443.75","467.5","233.0","108.25","221.75","186.75","320.25","245.0","340.5","433.75","256.5","369.5"
"6","37","120","80","43","160","163","62","173","10","240","3","28","23","82","16","118","25","136","156","178","147","84","157","23","2","46","195","55","183","77","49","40","27","124","116","212","40","65","148","165","231","89","109","192","177","1","156","59","8","160","32","81","129","211","74","164","38","185","59","35","203","35","12","26","186","329.75","277.0","228.5","317.25","500.25","382.25","231.75","433.75","391.5","293.0","366.5","455.25","282.0","97.25","298.5","391.5"
"7","37","120","80","43","160","163","62","226","233","240","3","28","23","82","16","118","25","136","156","178","147","84","157","23","2","46","195","55","183","77","49","40","27","124","116","212","40","65","148","165","22","89","181","192","177","1","156","59","8","160","75","81","129","211","74","164","38","231","35","35","203","35","12","26","186","391.45","601.75","503.5","331.25","259.0","389.75","495.5","323.25","316.5","441.25","475.75","475.5","236.25","370.0","369.25","283.25"
"8","37","120","80","43","160","163","62","173","10","240","3","28","23","82","16","118","25","136","156","178","147","84","157","23","2","46","195","55","183","77","49","40","27","124","116","212","40","65","148","165","231","89","109","192","177","1","156","59","8","160","32","81","129","211","74","164","38","231","59","35","203","35","12","26","186","385.28333333333336","91.5","284.75","335.0","830.75","284.25","249.75","612.0","323.75","304.0","620.75","192.25","737.0","339.25","518.75","55.5"
"9","37","120","80","43","160","163","62","173","10","240","3","28","23","82","16","118","25","136","156","178","147","84","157","23","2","46","195","55","183","77","49","40","27","124","116","212","40","65","148","165","231","89","109","192","177","1","156","59","8","160","32","81","129","211","74","164","38","231","59","35","203","35","12","26","186","391.6333333333333","443.5","464.25","257.75","471.5","327.25","357.75","412.25","259.0","298.0","213.75","509.0","423.0","430.5","376.5","630.5"
"10","27","120","80","103","160","19","62","159","10","240","3","83","23","82","16","118","25","161","156","178","147","25","157","23","64","46","195","68","78","77","53","40","27","209","116","201","93","65","148","80","231","173","109","231","237","1","156","59","8","160","32","65","20","211","74","164","38","231","59","35","203","35","30","26","186","361.95","399.5","411.5","388.5","575.0","302.5","99.5","275.5","289.25","425.5","481.0","363.0","213.75","407.25","300.75","496.75"
"11","27","120","80","103","160","19","62","159","10","240","3","83","23","82","16","118","25","161","156","178","147","25","157","23","64","46","195","68","78","77","53","40","27","209","116","201","93","65","148","165","231","95","109","231","237","1","156","59","8","160","32","65","20","211","74","164","38","231","59","35","203","35","30","26","186","407.3","572.25","660.5","500.25","572.75","374.5","743.5","376.25","368.0","583.75","297.0","212.75","223.0","131.5","269.0","224.5"
"12","27","120","80","103","160","19","62","159","10","240","3","83","23","82","16","118","25","161","156","178","147","25","157","23","64","46","195","68","78","77","21","40","48","209","116","201","93","65","148","165","231","95","109","231","237","1","156","59","8","160","32","65","20","211","74","164","38","231","59","35","203","35","30","26","186","420.71666666666664","325.0","272.25","279.5","375.0","548.25","419.75","364.0","540.75","329.0","552.0","593.5","751.0","474.75","229.75","256.25"
"13","27","120","80","103","160","19","62","159","10","240","3","83","23","82","16","118","25","161","156","178","147","25","157","23","64","46","195","68","78","77","53","40","27","209","116","201","93","65","148","165","231","95","109","231","237","1","156","59","8","160","32","65","20","211","74","164","38","231","59","35","203","35","30","26","186","395.4","281.25","598.25","675.5","862.5","0.0","28.5","452.75","471.25","177.5","545.75","319.0","390.0","566.5","281.25","281.0"
"14","27","120","80","103","160","19","62","159","10","101","3","83","23","82","16","118","25","161","156","178","147","25","157","23","64","46","195","68","78","77","53","40","27","209","116","201","93","65","148","165","231","95","109","231","237","1","156","59","8","160","32","65","20","211","74","164","38","231","59","35","203","35","30","26","186","320.7","239.5","505.0","13.0","45.0","313.0","588.0","422.25","450.0","351.0","178.5","284.0","451.0","328.0","352.75","289.5"
"15","37","120","80","43","160","163","62","173","10","240","3","28","23","82","16","118","25","136","156","178","147","84","157","23","2","46","195","55","78","77","49","40","27","124","55","212","40","65","148","165","231","89","109","231","177","1","156","59","8","160","32","81","129","211","74","164","38","255","59","35","203","35","12","26","186","372.93333333333334","89.5","309.5","177.5","632.75","282.75","-14.75","245.25","660.25","608.25","481.25","382.25","-149.75","578.5","629.5","681.25"
"16","37","120","80","43","160","163","62","173","10","240","3","28","23","82","16","118","25","136","156","178","147","84","157","108","2","46","195","55","78","77","49","40","27","124","116","212","40","65","148","165","231","89","109","231","177","1","156","59","8","160","32","81","129","211","74","164","38","231","59","35","203","35","12","26","186","426.7","209.0","148.75","525.0","238.5","383.0","586.0","221.25","718.5","404.0","443.75","507.25","251.75","738.5","665.75","359.5"
