"pop","locus_0","locus_1","locus_2","locus_3","locus_4","locus_5","locus_6","locus_7","locus_8","locus_9","locus_10","locus_11","locus_12","locus_13","locus_14","locus_15","locus_16","locus_17","locus_18","locus_19","locus_20","locus_21","locus_22","locus_23","locus_24","locus_25","locus_26","locus_27","locus_28","locus_29","locus_30","locus_31","locus_32","locus_33","locus_34","locus_35","locus_36","locus_37","locus_38","locus_39","locus_40","locus_41","locus_42","locus_43","locus_44","locus_45","locus_46","locus_47","locus_48","locus_49","locus_50","locus_51","locus_52","locus_53","locus_54","locus_55","locus_56","locus_57","locus_58","locus_59","locus_60","locus_61","locus_62","locus_63","locus_64","locus_65","locus_66","locus_67","locus_68","total_fit","trial_0_fit","trial_1_fit","trial_2_fit"
"0","154","144","254","216","91","77","66","222","93","213","79","199","165","49","5","107","73","4","249","62","217","132","98","17","81","0","140","59","71","215","151","161","227","255","245","187","188","129","105","95","9","146","23","162","33","25","178","101","182","17","202","247","230","224","170","89","202","183","24","41","184","97","235","157","61","118","234","238","13","0.0","0.0","0.0","0.0"
"1","154","144","254","216","91","77","66","222","38","213","79","199","165","49","5","107","73","4","249","250","217","132","98","17","81","0","140","59","71","215","151","161","227","255","245","187","188","129","105","95","9","146","23","162","33","25","178","101","182","17","202","247","230","224","170","89","202","198","24","41","184","97","235","157","61","118","234","238","13","21.333333333333332","0.0","64.0","0.0"
"2","154","144","254","216","91","77","66","222","93","213","79","199","165","49","5","107","73","4","249","250","217","132","98","17","81","0","140","59","71","215","151","161","227","255","245","187","188","129","105","95","9","146","23","162","33","25","178","101","182","17","202","247","230","224","170","176","202","183","24","41","184","97","235","157","61","118","234","238","13","20.5","45.5","0.0","16.0"
"3","154","144","254","216","91","77","66","222","93","213","79","199","165","49","5","107","73","4","249","250","217","132","98","17","81","0","140","59","71","215","151","161","227","255","245","187","188","129","105","95","9","146","23","162","33","25","178","101","182","17","202","247","230","224","170","89","202","183","24","41","184","97","235","157","61","118","234","238","13","57.25","109.0","2.0","60.75"
"4","154","144","254","216","91","77","66","222","93","213","79","199","165","49","5","107","73","4","249","250","217","132","98","17","81","0","140","59","71","215","151","161","227","255","245","187","188","129","105","95","9","146","23","162","33","25","178","101","182","17","202","247","230","224","170","89","202","183","24","41","184","97","235","157","61","118","234","238","13","21.0","63.0","0.0","0.0"
"5","154","227","254","216","91","77","66","222","0","213","79","199","165","49","5","107","73","4","249","250","217","132","98","17","81","0","226","59","71","215","151","161","227","255","245","187","188","129","105","95","9","146","23","162","33","25","178","101","182","17","202","247","230","224","170","89","202","183","24","41","184","97","235","157","61","118","234","238","13","106.58333333333333","24.25","68.5","227.0"
"6","154","227","254","216","91","77","66","222","0","213","79","199","165","49","5","107","73","4","249","250","101","132","98","17","81","0","140","59","71","215","151","161","227","255","245","187","188","129","105","95","9","146","23","162","33","25","178","101","182","17","23","247","230","224","170","89","202","183","24","41","184","97","235","157","61","118","234","238","13","255.33333333333334","321.0","375.25","69.75"
"7","154","227","254","216","91","77","66","222","0","153","79","199","165","49","5","107","73","4","249","250","217","132","98","17","81","0","140","59","71","215","151","161","227","255","245","187","188","129","105","95","202","146","23","162","33","25","178","101","182","17","202","247","230","224","170","89","202","183","24","41","184","97","235","157","61","118","234","238","13","25.666666666666668","0.0","77.0","0.0"
"8","154","227","254","216","91","77","66","222","0","213","79","199","165","49","5","107","73","4","249","250","217","132","98","17","81","0","140","187","71","215","151","161","227","255","245","187","188","129","105","95","9","146","23","162","33","25","178","101","182","17","202","247","230","224","170","89","202","183","24","41","184","97","235","157","61","118","234","238","13","49.0","46.0","78.0","23.0"
"9","154","227","254","216","91","77","66","222","0","213","79","199","165","49","5","107","73","4","249","250","217","132","98","17","81","0","140","59","71","215","151","161","227","255","245","187","188","129","105","95","9","146","23","162","33","25","178","101","182","17","202","247","230","224","170","89","202","183","24","41","89","97","235","50","61","118","234","238","13","9.166666666666666","0.0","0.0","27.5"
