"pop","locus_0","locus_1","locus_2","locus_3","locus_4","locus_5","locus_6","locus_7","locus_8","locus_9","locus_10","locus_11","locus_12","locus_13","locus_14","locus_15","locus_16","locus_17","locus_18","locus_19","locus_20","locus_21","locus_22","locus_23","locus_24","locus_25","locus_26","locus_27","locus_28","locus_29","locus_30","locus_31","locus_32","locus_33","locus_34","locus_35","locus_36","locus_37","locus_38","locus_39","locus_40","locus_41","locus_42","locus_43","locus_44","locus_45","locus_46","locus_47","locus_48","locus_49","locus_50","locus_51","locus_52","locus_53","locus_54","locus_55","locus_56","locus_57","locus_58","locus_59","locus_60","locus_61","locus_62","locus_63","locus_64","total_fit","trial_0_fit","trial_1_fit","trial_2_fit","trial_3_fit","trial_4_fit","trial_5_fit","trial_6_fit","trial_7_fit","trial_8_fit","trial_9_fit","trial_10_fit","trial_11_fit","trial_12_fit","trial_13_fit","trial_14_fit"
"0","183","120","80","43","160","163","62","52","116","89","3","28","23","82","16","79","25","161","156","178","147","84","27","102","64","46","235","81","78","77","53","40","27","209","116","139","235","65","148","165","96","89","109","231","211","1","156","59","85","160","32","65","20","211","74","164","38","231","59","35","89","35","30","26","186","247.63333333333333","579.0","518.75","282.5","106.75","124.0","350.75","353.25","252.75","28.75","293.0","217.75","203.25","113.25","245.0","45.75"
"1","183","120","1","43","160","163","62","52","116","89","3","28","23","82","16","79","25","161","156","178","147","248","27","102","64","46","235","81","78","77","53","40","27","209","116","139","235","65","148","165","96","89","109","231","211","1","156","59","126","160","32","65","20","211","74","164","38","231","59","35","203","35","30","26","186","312.81666666666666","533.25","535.0","180.75","25.25","243.0","402.5","294.25","326.75","128.0","612.75","162.75","348.75","352.25","319.0","228.0"
"2","183","120","80","43","160","160","62","52","116","89","3","28","23","82","16","79","25","161","156","178","147","84","27","102","64","46","235","81","78","77","53","40","27","209","116","139","235","65","148","165","96","89","109","231","211","1","156","59","126","160","32","65","20","40","74","164","38","22","59","35","203","35","30","26","72","202.91666666666666","167.5","304.0","253.25","187.5","178.5","205.5","243.75","225.25","140.0","200.75","247.5","197.0","154.5","143.5","195.25"
"3","183","120","80","43","160","163","62","52","116","89","3","28","177","82","16","79","25","161","156","178","147","84","27","102","64","46","235","81","78","77","53","40","27","209","116","139","235","65","148","165","96","89","109","231","211","1","156","59","126","160","32","65","125","211","74","164","38","231","59","35","203","35","30","26","186","270.65","522.25","318.75","249.25","683.75","139.75","464.0","297.5","467.75","77.0","-47.75","-36.5","-27.75","245.0","333.0","373.75"
"4","183","120","80","43","160","163","62","52","116","89","3","28","23","82","16","79","25","161","156","178","147","84","27","102","64","46","235","81","78","77","53","40","27","209","116","139","235","65","148","165","96","89","55","231","211","1","156","59","126","160","32","65","20","211","74","164","38","231","59","35","203","35","30","26","186","210.91666666666666","382.75","152.5","173.5","357.5","521.5","349.5","421.25","243.5","237.5","0.0","249.75","0.0","0.0","-359.25","433.75"
"5","183","120","80","43","160","163","65","52","116","89","3","28","203","215","16","79","4","161","156","178","147","84","92","102","64","250","235","204","143","106","53","40","27","209","116","139","235","65","148","165","96","89","109","231","115","1","156","59","126","160","32","65","20","211","74","164","38","231","59","35","203","35","80","26","186","333.98333333333335","262.75","62.25","604.25","466.5","443.5","417.25","384.5","197.75","0.0","275.5","257.5","304.25","565.25","368.25","400.25"
"6","183","120","80","43","160","163","65","52","116","89","3","28","203","215","16","79","4","161","156","178","147","84","92","102","64","250","235","204","143","106","53","40","27","152","116","139","235","65","148","165","96","89","109","231","115","1","156","59","126","160","32","65","20","211","74","164","38","231","59","35","203","35","80","26","186","201.38333333333333","0.0","151.25","81.25","114.5","150.0","478.5","167.0","325.25","210.5","427.5","353.0","265.0","69.0","174.75","53.25"
"7","183","120","80","43","160","163","65","52","116","89","3","28","203","215","16","79","4","161","156","178","147","84","92","102","64","250","235","204","143","106","53","40","27","209","116","139","235","65","148","165","96","89","109","231","115","1","156","59","126","160","32","65","20","211","74","164","38","231","59","35","203","35","107","26","186","276.35","307.5","270.75","248.0","320.5","414.25","303.25","381.0","145.75","230.0","335.75","280.75","311.0","138.25","271.75","186.75"
"8","183","120","80","43","160","163","65","52","116","89","3","28","203","215","16","79","4","161","156","178","147","84","92","102","64","250","235","204","143","106","53","40","27","209","116","139","235","65","148","165","96","89","109","231","115","1","156","59","126","160","32","65","20","211","74","164","38","231","59","35","203","35","80","26","186","311.3666666666667","334.75","403.5","429.25","352.5","281.75","434.75","222.75","342.5","421.5","0.0","229.75","242.5","351.0","255.75","368.25"
"9","183","120","80","113","160","163","65","52","116","89","3","28","203","215","16","79","4","161","156","178","147","84","92","102","64","250","235","204","143","106","53","40","27","209","116","139","235","55","148","165","96","89","109","231","115","1","156","59","126","160","32","65","20","211","74","164","38","231","59","35","203","35","80","26","186","278.23333333333335","248.0","155.5","396.5","346.0","443.0","221.5","176.0","343.0","291.25","362.25","344.0","-181.5","304.25","308.0","415.75"
