"pop","locus_0","locus_1","locus_2","locus_3","locus_4","locus_5","locus_6","locus_7","locus_8","locus_9","locus_10","locus_11","locus_12","locus_13","locus_14","locus_15","locus_16","locus_17","locus_18","locus_19","locus_20","locus_21","locus_22","locus_23","locus_24","locus_25","locus_26","locus_27","locus_28","locus_29","locus_30","locus_31","locus_32","locus_33","locus_34","locus_35","locus_36","locus_37","locus_38","locus_39","locus_40","locus_41","locus_42","locus_43","locus_44","locus_45","locus_46","locus_47","locus_48","locus_49","locus_50","locus_51","locus_52","locus_53","locus_54","locus_55","locus_56","locus_57","locus_58","locus_59","locus_60","locus_61","locus_62","locus_63","locus_64","locus_65","locus_66","locus_67","locus_68","total_fit","trial_0_fit","trial_1_fit","trial_2_fit","trial_3_fit","trial_4_fit","trial_5_fit","trial_6_fit","trial_7_fit","trial_8_fit","trial_9_fit","trial_10_fit","trial_11_fit","trial_12_fit","trial_13_fit","trial_14_fit"
"0","223","250","101","150","218","204","185","187","243","60","162","37","21","126","63","118","11","173","145","175","146","16","222","64","104","224","49","246","130","21","178","235","70","126","207","72","104","153","197","211","163","117","89","10","245","21","193","39","238","197","115","208","148","249","124","141","174","95","25","1","178","135","13","156","46","215","228","115","138","295.65","172.0","149.25","212.5","492.0","242.0","324.25","182.75","267.25","451.75","340.0","303.75","218.75","275.75","388.25","414.5"
"1","223","250","101","150","218","204","185","187","243","60","162","37","21","126","63","118","11","173","145","175","146","16","222","64","104","224","49","246","40","21","75","235","70","126","207","72","104","153","197","211","163","117","89","10","245","21","64","39","238","42","115","208","148","249","174","141","174","95","25","1","235","135","13","67","46","215","228","115","138","30.266666666666666","303.25","313.5","-670.5","-984.25","-81.5","-351.5","135.25","22.75","98.5","391.25","27.0","380.0","194.5","396.75","279.0"
"2","223","250","37","150","218","204","185","187","243","60","162","37","21","126","63","118","11","173","145","175","146","16","222","64","104","224","49","246","40","21","178","235","70","126","207","72","104","153","197","211","163","117","89","10","245","21","64","39","238","197","115","208","148","249","174","141","174","95","25","1","178","135","13","156","46","215","228","115","138","427.93333333333334","439.25","556.25","422.25","277.0","423.5","541.0","358.5","493.5","429.0","474.0","223.0","740.25","243.5","446.5","351.5"
"3","223","250","101","150","218","204","185","187","243","60","162","37","21","126","63","118","11","173","145","175","146","16","222","64","104","224","49","246","40","21","178","235","70","126","207","72","104","153","197","211","163","117","89","10","245","21","64","39","238","197","115","208","148","249","174","141","174","95","25","1","178","135","13","156","46","215","228","115","138","389.6166666666667","490.25","406.0","503.75","269.5","400.0","515.5","259.0","264.25","492.5","564.25","373.75","458.75","417.5","81.0","348.25"
"4","223","250","101","150","218","204","185","187","243","60","162","37","21","126","63","118","11","173","145","175","146","16","222","64","104","224","49","246","40","21","178","235","70","126","207","72","104","153","197","211","163","117","89","10","245","21","64","39","238","197","115","208","148","249","174","141","174","95","25","1","178","135","13","156","46","215","228","167","138","406.5833333333333","220.75","426.5","321.25","498.25","290.25","430.25","423.0","277.5","450.75","524.25","584.5","353.25","472.25","256.0","570.0"
"5","223","250","101","150","218","204","185","187","243","60","162","37","21","126","63","69","11","145","145","175","146","147","222","64","104","224","49","246","40","21","178","235","70","126","207","72","104","153","197","211","163","117","89","10","245","21","64","39","238","219","115","208","148","249","174","141","174","95","25","1","178","135","13","156","218","158","228","115","138","403.1666666666667","288.0","438.75","438.25","171.5","450.0","229.0","357.0","629.25","570.0","419.75","307.0","289.0","659.25","414.25","386.5"
"6","223","250","101","150","218","204","185","187","243","60","162","37","21","126","63","69","11","145","145","175","146","147","222","64","104","224","49","246","40","21","178","235","70","126","207","72","104","153","197","211","163","117","89","10","245","21","64","39","238","197","115","208","148","249","174","141","174","95","25","1","178","135","13","156","46","158","228","115","138","410.15","436.5","405.75","487.0","532.0","308.0","337.0","212.0","343.25","618.75","302.5","525.75","392.25","372.75","616.5","262.25"
"7","223","250","101","150","218","204","185","187","243","60","162","37","21","126","63","69","11","145","145","175","146","147","222","64","104","224","49","246","40","21","178","235","70","126","207","72","104","153","197","211","163","117","89","10","245","21","64","39","238","197","115","208","148","249","174","141","174","95","25","1","178","135","13","156","46","158","228","115","138","385.2","386.5","333.75","299.5","221.5","243.75","420.75","323.75","175.25","560.25","425.75","455.5","576.25","538.25","402.75","414.5"
"8","223","250","101","150","218","204","185","187","243","60","162","37","21","126","63","69","11","145","145","175","146","147","222","64","104","224","49","246","40","21","178","235","70","126","207","72","104","153","197","211","163","117","89","10","245","21","64","39","238","197","115","208","148","249","174","141","174","95","25","1","178","135","13","156","46","158","228","115","138","399.0833333333333","388.5","239.5","543.25","417.0","455.5","568.0","433.75","247.25","389.25","204.0","394.25","442.75","453.5","481.0","328.75"
"9","223","250","101","150","218","204","185","187","243","60","162","37","21","126","63","69","11","145","145","175","146","147","222","64","104","224","49","246","40","21","178","235","70","126","207","72","104","153","197","248","163","117","89","10","245","21","64","39","238","197","115","208","148","249","129","141","174","95","25","1","178","135","13","156","46","158","228","115","138","403.56666666666666","370.5","377.75","280.75","483.0","373.0","410.25","486.25","505.5","620.25","583.25","177.25","242.5","438.5","427.5","277.25"
"10","223","250","101","150","218","204","185","187","243","60","162","37","21","126","63","69","11","173","145","175","146","16","222","64","104","224","49","246","40","21","178","235","70","126","207","72","24","153","197","14","163","117","89","10","245","21","64","39","238","197","115","208","148","249","174","141","174","95","25","1","178","135","13","156","46","215","228","115","138","414.03333333333336","453.25","288.25","538.0","397.75","371.5","435.75","324.75","430.5","407.25","490.25","392.25","150.5","465.25","439.5","625.75"
"11","223","250","186","150","218","204","185","187","243","60","162","144","21","126","63","69","11","173","145","175","146","16","222","64","104","224","49","246","40","21","178","235","70","126","207","72","24","153","197","147","163","117","89","10","245","21","64","39","238","197","115","208","148","249","174","141","174","95","25","1","178","135","8","156","46","215","228","115","138","422.3833333333333","440.75","464.0","395.0","366.5","424.75","600.0","540.5","359.5","378.25","419.5","360.0","314.5","420.75","489.25","362.5"
"12","223","250","101","150","218","204","185","187","243","60","162","37","21","126","63","162","11","173","145","175","146","16","222","64","104","224","49","246","40","21","178","235","70","126","207","72","24","153","197","147","163","117","89","10","245","21","64","39","238","197","115","208","148","249","174","141","174","95","25","1","178","135","13","156","46","215","228","147","138","419.76666666666665","269.0","497.25","282.0","357.75","404.25","554.75","478.25","313.25","392.25","242.75","474.75","532.5","518.0","394.5","585.25"
"13","223","250","101","150","218","204","185","187","243","60","162","37","21","126","63","69","11","173","145","175","146","190","222","64","104","224","49","246","40","21","178","235","70","126","207","72","24","153","197","147","163","117","89","10","245","21","64","39","238","197","115","208","148","249","174","141","174","95","25","1","178","135","13","156","46","215","228","115","138","372.53333333333336","300.0","500.5","476.75","376.5","305.25","190.25","380.5","166.5","323.0","558.25","361.25","288.0","425.0","337.5","598.75"
"14","223","250","101","150","218","204","185","187","243","60","162","37","21","126","63","69","11","173","145","175","146","16","222","64","104","224","49","246","40","21","178","235","70","126","207","72","24","153","197","147","163","117","89","10","245","21","64","39","238","197","115","208","148","249","174","141","174","95","25","1","178","135","13","156","46","215","228","115","138","359.6166666666667","140.75","251.0","288.0","413.0","464.75","449.5","438.5","397.5","456.5","361.75","431.25","269.25","160.75","460.75","411.0"
