"pop","locus_0","locus_1","locus_2","locus_3","locus_4","locus_5","locus_6","locus_7","locus_8","locus_9","locus_10","locus_11","locus_12","locus_13","locus_14","locus_15","locus_16","locus_17","locus_18","locus_19","locus_20","locus_21","locus_22","locus_23","locus_24","locus_25","locus_26","locus_27","locus_28","locus_29","locus_30","locus_31","locus_32","locus_33","locus_34","locus_35","locus_36","locus_37","locus_38","locus_39","locus_40","locus_41","locus_42","locus_43","locus_44","locus_45","locus_46","locus_47","locus_48","locus_49","locus_50","locus_51","locus_52","locus_53","locus_54","locus_55","locus_56","locus_57","locus_58","locus_59","locus_60","locus_61","locus_62","locus_63","locus_64","locus_65","locus_66","locus_67","locus_68","total_fit","trial_0_fit","trial_1_fit","trial_2_fit","trial_3_fit","trial_4_fit","trial_5_fit","trial_6_fit","trial_7_fit","trial_8_fit","trial_9_fit"
"0","92","49","78","207","197","189","251","145","91","201","70","235","155","124","74","105","62","213","214","253","49","248","107","58","142","35","188","22","229","49","204","153","60","94","204","57","61","231","58","172","151","134","138","123","16","25","126","207","80","168","136","15","115","140","80","168","206","185","184","203","238","132","174","239","241","107","200","203","60","31.35","44.25","30.25","13.75","77.5","32.25","0.0","43.0","23.5","25.75","23.25"
"1","92","49","78","207","197","189","251","145","91","201","70","235","155","124","74","105","62","213","214","253","49","248","107","20","142","35","188","22","229","49","204","153","60","94","204","57","61","231","58","172","151","134","138","123","16","25","126","28","80","168","136","15","115","140","80","193","206","185","184","203","238","132","174","239","241","107","200","203","60","80.425","70.25","64.75","98.75","44.0","47.75","72.5","94.25","117.75","117.5","76.75"
"2","142","27","123","156","127","200","137","215","93","241","147","59","53","249","176","173","128","113","71","7","15","251","55","181","104","47","55","72","194","221","150","76","162","135","67","157","244","211","159","52","64","119","73","6","209","40","49","65","62","53","102","197","109","123","198","206","12","48","251","240","1","14","251","167","183","128","211","75","38","10.6","0.0","0.0","0.0","106.0","0.0","0.0","0.0","0.0","0.0","0.0"
"3","142","27","141","55","127","200","137","215","93","241","147","59","53","249","176","173","128","113","71","7","15","251","149","181","104","47","55","72","194","221","150","76","162","176","67","157","244","211","159","200","64","119","73","6","209","40","49","65","62","53","102","197","109","123","198","206","12","48","251","240","1","14","251","167","183","128","211","75","38","8.225","0.0","0.0","0.0","0.0","0.0","82.25","0.0","0.0","0.0","0.0"
