"pop","locus_0","locus_1","locus_2","locus_3","locus_4","locus_5","locus_6","locus_7","locus_8","locus_9","locus_10","locus_11","locus_12","locus_13","locus_14","locus_15","locus_16","locus_17","locus_18","locus_19","locus_20","locus_21","locus_22","locus_23","locus_24","locus_25","locus_26","locus_27","locus_28","locus_29","locus_30","locus_31","locus_32","locus_33","locus_34","locus_35","locus_36","locus_37","locus_38","locus_39","locus_40","locus_41","locus_42","locus_43","locus_44","locus_45","locus_46","locus_47","locus_48","locus_49","locus_50","locus_51","locus_52","locus_53","locus_54","locus_55","locus_56","locus_57","locus_58","locus_59","locus_60","locus_61","locus_62","locus_63","locus_64","locus_65","locus_66","locus_67","locus_68","total_fit","trial_0_fit","trial_1_fit","trial_2_fit","trial_3_fit","trial_4_fit","trial_5_fit","trial_6_fit","trial_7_fit","trial_8_fit","trial_9_fit"
"0","90","136","122","110","104","121","233","207","11","129","150","92","88","33","183","72","179","140","97","115","26","171","77","56","215","195","29","96","199","206","174","26","224","77","51","203","102","65","228","132","2","168","246","60","147","215","56","158","166","134","29","207","157","106","170","77","165","119","129","26","51","145","124","60","240","241","7","180","29","64.825","27.25","29.5","25.5","82.25","154.75","93.25","30.0","84.0","51.75","70.0"
"1","90","136","122","110","104","121","233","207","11","129","150","92","88","108","183","72","179","140","97","115","26","171","77","207","215","195","29","96","199","206","174","26","224","77","51","203","102","65","228","132","2","168","246","60","147","215","56","158","166","134","29","207","246","106","170","77","165","119","129","26","51","145","124","60","240","241","7","180","29","93.225","123.25","44.5","92.25","65.25","105.0","64.5","41.0","112.25","130.0","154.25"
"2","90","136","122","110","104","121","233","207","11","129","150","92","88","100","183","72","179","140","97","115","26","171","77","207","215","195","29","96","199","206","174","26","224","77","51","203","102","65","228","132","2","168","246","60","147","215","56","158","166","134","215","207","246","106","170","77","165","119","129","26","51","145","124","60","240","241","7","180","29","104.85","36.0","186.25","78.25","49.75","120.5","161.5","157.25","118.0","95.5","45.5"
"3","90","136","122","110","104","121","233","207","11","129","150","92","88","108","183","72","179","140","97","115","26","171","77","207","215","195","29","96","199","206","65","26","224","77","51","172","102","65","228","132","2","168","246","60","147","215","56","158","166","134","215","207","246","106","170","77","165","119","129","26","51","145","124","60","240","241","7","180","29","113.75","110.75","216.0","136.0","58.75","65.0","129.25","126.25","49.25","153.75","92.5"
