"pop","locus_0","locus_1","locus_2","locus_3","locus_4","locus_5","locus_6","locus_7","locus_8","locus_9","locus_10","locus_11","locus_12","locus_13","locus_14","locus_15","locus_16","locus_17","locus_18","locus_19","locus_20","locus_21","locus_22","locus_23","locus_24","locus_25","locus_26","locus_27","locus_28","locus_29","locus_30","locus_31","locus_32","locus_33","locus_34","locus_35","locus_36","locus_37","locus_38","locus_39","locus_40","locus_41","locus_42","locus_43","locus_44","locus_45","locus_46","locus_47","locus_48","locus_49","locus_50","locus_51","locus_52","locus_53","locus_54","locus_55","locus_56","locus_57","locus_58","locus_59","locus_60","locus_61","locus_62","locus_63","locus_64","total_fit","trial_0_fit","trial_1_fit","trial_2_fit","trial_3_fit","trial_4_fit","trial_5_fit","trial_6_fit","trial_7_fit","trial_8_fit","trial_9_fit","trial_10_fit","trial_11_fit","trial_12_fit","trial_13_fit","trial_14_fit"
"0","155","138","44","177","0","25","95","34","221","95","20","111","247","201","117","24","197","166","93","140","225","240","74","21","5","121","76","132","101","165","49","201","39","21","205","125","14","120","85","82","216","60","59","137","215","94","2","60","194","133","18","137","99","137","96","220","172","190","74","30","58","214","148","215","85","346.18333333333334","260.0","594.5","182.5","261.0","472.0","328.75","522.5","391.25","441.0","260.5","257.75","350.0","58.25","435.5","377.25"
"1","155","138","44","157","0","25","223","34","221","95","20","246","247","201","117","24","197","166","93","140","210","240","74","21","5","121","76","132","101","165","49","201","39","21","205","125","14","120","85","82","216","60","59","137","215","94","2","60","194","96","18","137","99","137","96","220","172","190","231","30","58","214","148","215","85","383.76666666666665","91.75","446.75","163.0","565.0","187.25","540.0","156.25","237.75","344.75","421.0","359.75","624.0","757.25","264.25","597.75"
"2","155","138","44","177","0","25","223","34","221","95","20","246","247","201","117","24","197","166","93","140","225","240","74","21","5","121","76","132","101","165","49","201","39","21","205","125","14","120","85","82","216","60","59","137","215","94","2","60","194","133","18","137","99","137","96","220","172","190","231","30","58","214","148","215","85","392.76666666666665","512.5","657.5","538.0","401.0","470.25","253.0","194.5","583.75","317.0","501.0","208.75","263.5","425.0","284.0","281.75"
"3","155","138","44","177","0","25","223","34","221","95","20","246","247","201","117","24","197","166","93","140","225","240","74","106","5","121","76","132","101","165","49","201","39","21","205","125","14","120","85","82","216","60","59","137","215","94","2","60","194","133","18","137","99","137","96","220","172","190","231","30","58","214","148","215","85","262.45","260.25","163.5","541.5","491.5","283.25","214.25","147.0","330.5","433.75","197.25","262.5","18.0","0.0","416.5","177.0"
"4","155","138","44","177","0","25","223","34","221","95","20","246","247","201","117","24","197","166","93","140","225","240","74","21","5","121","76","132","101","165","49","201","242","21","205","125","14","120","85","82","216","60","59","137","215","94","2","60","194","133","18","137","99","137","96","220","172","190","231","30","58","214","148","215","85","231.78333333333333","0.0","353.25","230.0","451.5","234.0","0.0","254.75","235.25","0.0","427.0","205.75","461.0","392.0","-119.75","352.0"
"5","155","138","160","177","0","3","223","34","197","95","20","246","247","201","117","125","197","166","93","140","225","240","74","21","5","121","76","132","110","165","49","201","39","210","205","125","14","120","85","82","216","60","59","137","215","57","2","60","210","133","18","137","99","137","96","220","172","190","231","30","58","214","148","215","85","378.73333333333335","590.75","473.5","447.75","397.5","408.75","347.25","139.0","112.75","497.0","506.5","174.5","326.25","442.75","523.0","293.75"
"6","155","138","160","177","0","3","223","34","197","95","20","246","247","201","117","125","197","166","93","140","74","240","74","21","5","121","76","132","110","165","49","201","39","210","205","125","14","120","85","82","216","60","59","137","215","57","2","60","210","133","18","137","99","137","96","220","172","190","231","30","58","214","148","215","85","293.48333333333335","84.0","94.0","230.75","184.75","632.5","394.25","322.25","313.0","540.25","250.25","309.0","50.5","44.25","537.5","415.0"
"7","155","138","160","177","0","3","223","34","197","95","20","246","247","201","117","125","197","166","93","140","225","240","74","21","5","121","76","132","110","165","49","201","39","210","205","125","14","120","85","82","216","60","59","137","215","57","2","60","210","133","18","137","99","137","96","119","172","190","231","30","58","214","148","215","85","308.85","358.5","7.5","396.25","197.5","368.25","363.5","386.25","276.5","365.25","415.25","439.25","356.75","224.75","294.75","182.5"
"8","155","138","160","177","0","3","223","34","197","95","20","246","247","201","117","125","197","166","93","140","225","240","196","21","5","121","76","132","110","165","49","201","39","210","205","241","14","120","85","82","216","60","59","137","215","57","2","60","210","133","18","137","99","137","96","220","172","190","231","30","58","214","148","215","85","441.6166666666667","433.75","407.0","443.75","703.25","656.0","791.75","328.5","426.25","269.75","546.0","171.75","243.25","433.75","361.5","408.0"
"9","155","138","160","177","0","3","223","34","197","95","20","246","247","201","117","125","197","166","93","140","225","240","74","21","5","121","76","251","110","165","49","201","39","210","205","125","14","120","85","82","216","60","59","137","215","57","2","60","210","133","18","137","99","137","96","220","172","190","231","202","58","214","148","215","85","104.73333333333333","55.25","143.25","146.0","99.0","92.0","113.75","46.25","113.0","82.0","154.0","125.25","92.75","106.25","91.75","110.5"
